0xa51a6f181d7bde6f4fc445ff844fa9329616c01a,9679.517635
0xd2476321e3c0d862cfa9647c1019d2eddc761c40,9011.172419
0x96229bd2d8d33b33ddde4fc9503c9ad6e8509e40,3360.113493
0xb7093453241ea7200889fd2bebcda3ece3583348,2634.592655
0x3051c9bec67c1683cccae3cf32809706c8feaa1b,1464.058365
0x460918d8d1475cdb8e0f3480450f0218e6996c99,1019.73652
0x54f42620a4db88cae8407982c30ce8331ce1097e,645.2846757
0x1ecd2a1e3d345e1305b6370b8fd9f13503d1e52e,579.1505811
0x79385be94d360c06e2b6fe59b47cd37b758c73a0,553.5567905
0x5223c1c21c1894ee58ded4d09ccfa239a272af16,544.3628784
0x7c05969bab37d2a0c2b4ad9d67a67e43e69f031d,498.1378649
0xd645e1cbf208f0a930572e0457826137089be5c6,445.7948581
0x33a1060b35840922dc79e417f5be86b55e431117,309.7772162
0xc4a5c1bb99b853f3cc230e715a84af61ca2eccbb,303.3871284
0x84cd8f7a5f5880986f718c54b73b3c2f90aa7011,279.4906081
0x22138a0cff84952c018cbcbf5650149017d6b292,236.9085878
0x0661e91fd322acb242e0c59fbac6062714dba280,183.9746419
0x59de126814c505757789f13c32cf702dc2f7941a,173.3784662
0xced3fc4610761f79242d7d8a72fe86f3a1c626b4,170.1933784
0x5368e0e3761d6123545c21c2073661a153c060a2,152.6160405
0xccac7367177aea35127da8e6b5e656cfe426a58c,141.4508041
0xf06262c6ed502918992810dd8b4112885392eaf0,100.5673851
0xe9db81a85fdc1f28239bdca8d3054ad39f44a8d5,98.54092568
0x6f8bedc12997cbb2cefd4a84907568255e138753,98.28141216
0xeb7dae315e6b8345f2122f2b87c9a8fd4c17f3a2,94.70299324
0x28da7b8fe0397411c7f8d53fc2c0ff0fd59cdccc,93.37531757
0x187fad03e2483440a0abfed5d18d5e96f36d76cc,81.97216216
0x5f4c5949d985675b63d8c84c4d4a3c1e077f43fb,78.902
